filename,emotion_izanami,intensity_pred_izanami,emotion_kushinada,intensity_pred_kushinada,valence,arousal,dominance,text,delta_valence,delta_arousal,delta_dominance,delta_int_kushinada
0189_L.wav,ANG,1.65,ACC,1.57,0.31,0.58,0.57,(F いや)でも今何かちらっとそう思いました例えば,0.04,0.51,0.42,0.64
0190_L.wav,ANG,3.89,JOY,0.48,0.36,0.41,0.49,日本人のお母さんで,0.05,0.17,0.08,1.09
0191_L.wav,SUR,4.19,ACC,0.85,0.37,0.14,0.15,(D (? ん)),0.01,0.27,0.34,0.37
0192_L.wav,ANG,3.07,JOY,1.71,0.4,0.32,0.4,(F ま)外人のお父さんで,0.03,0.18,0.25,0.86
0193_L.wav,ANT,3.9,FEA,-0.15,0.38,0.24,0.28,で,0.02,0.08,0.12,1.86
0194_L.wav,ANT,2.37,ANT,2.55,0.37,0.45,0.45,英語を,0.01,0.21,0.17,2.7
0195_L.wav,ANG,3.34,ACC,0.36,0.45,0.49,0.5,喋る,0.08,0.04,0.05,2.19
0197_L.wav,ANT,2.87,DIS,2.03,0.54,0.52,0.51,家族ででもお母さんは,0.09,0.03,0.01,1.67
0198_L.wav,ANT,1.56,ANT,0.25,0.38,0.5,0.51,第一母国語じゃないから発音が変だと,0.16,0.02,0.0,1.78
0200_L.wav,ANT,2.09,JOY,2.31,0.57,0.69,0.63,と子供が,0.19,0.19,0.12,2.06
0201_L.wav,ACC,3.15,ACC,3.69,0.46,0.5,0.53,凄く直す,0.11,0.19,0.1,1.38
0203_L.wav,ANT,3.28,ACC,5.97,0.6,0.67,0.63,と同じですね,0.14,0.17,0.1,2.28
0204_L.wav,JOY,3.91,ANT,3.41,0.69,0.72,0.66,でもそういうのと近いですね,0.09,0.05,0.03,2.56
0207_L.wav,FEA,2.73,SUR,2.06,0.93,0.78,0.72,<笑>,0.24,0.06,0.06,1.35
0209_L.wav,FEA,3.93,SUR,3.6,0.94,0.86,0.79,<笑>,0.01,0.08,0.07,1.54
0211_L.wav,SAD,3.23,FEA,3.68,0.52,0.3,0.34,おかしい面白いですね,0.42,0.56,0.45,0.08
0213_L.wav,FEA,3.35,SAD,2.37,0.33,0.2,0.3,なるほどね,0.19,0.1,0.04,1.31
0214_L.wav,SAD,1.5,ACC,1.89,0.42,0.25,0.37,(F あー)言葉は面白いですよね,0.09,0.05,0.07,0.48
0216_L.wav,FEA,0.66,ANT,0.13,0.31,0.05,0.18,奥が深いと言うか,0.11,0.2,0.19,1.76
0217_L.wav,ACC,4.43,DIS,3.81,0.29,-0.04,0.09,(F うーん)そうですか,0.02,0.09,0.09,3.68
0218_L.wav,ANT,0.27,ANT,2.09,0.33,0.47,0.48,お子様は男の子ですか,0.04,0.51,0.39,1.72
0220_L.wav,FEA,3.45,SAD,2.76,0.34,0.17,0.17,(F ふーん),0.01,0.3,0.31,0.67
0223_L.wav,ACC,3.16,ACC,0.32,0.46,0.51,0.45,(F あ),0.12,0.34,0.28,2.44
0224_L.wav,ANT,2.18,ACC,2.34,0.6,0.28,0.34,(F あー)そっか,0.14,0.23,0.11,2.02
0225_L.wav,JOY,1.94,FEA,1.39,0.54,0.57,0.57,でも大変ですねお弁当とか,0.06,0.29,0.23,0.95
0228_L.wav,ACC,2.95,DIS,5.23,0.35,0.3,0.26,(F うーん),0.19,0.27,0.31,3.84
0230_L.wav,ANT,1.38,SUR,0.77,0.81,0.65,0.6,(F はい)(F はい)(F はい)(F はい),0.46,0.35,0.34,4.46
0231_L.wav,SUR,5.39,SUR,2.74,0.53,0.64,0.48,(F あ),0.28,0.01,0.12,1.97
0232_L.wav,SAD,3.2,ACC,1.23,0.69,0.52,0.51,そうなんだ,0.16,0.12,0.03,1.51
0234_L.wav,FEA,3.94,FEA,0.31,0.27,0.13,0.2,なるほど,0.42,0.39,0.31,0.92
0238_L.wav,ACC,5.08,ACC,4.56,0.37,0.17,0.18,(F うーん),0.1,0.04,0.02,4.25
0240_L.wav,ACC,5.33,ACC,6.0,0.44,0.44,0.42,(F うーん),0.07,0.27,0.24,1.44
0242_L.wav,ANT,2.88,ACC,3.03,0.46,0.62,0.67,そうですよ,0.02,0.18,0.25,2.97
0243_L.wav,ACC,5.36,ACC,4.68,0.38,0.2,0.23,(F うーん),0.08,0.42,0.44,1.65
0246_L.wav,SUR,2.85,ACC,1.64,0.37,0.28,0.32,(F へー),0.01,0.08,0.09,3.04
0247_L.wav,SAD,3.24,SUR,3.64,0.37,0.2,0.26,(F へー),0.0,0.08,0.06,2.0
0249_L.wav,ACC,5.06,ACC,3.9,0.21,0.1,0.19,(F うーん)(F うーん),0.16,0.1,0.07,0.26
0251_L.wav,SAD,3.24,SUR,3.62,0.48,0.41,0.44,(F へー),0.27,0.31,0.25,0.28
0253_L.wav,FEA,0.4,ACC,1.41,0.45,0.3,0.37,(F あー)そうなんだ,0.03,0.11,0.07,2.21
0254_L.wav,FEA,3.37,ANT,0.06,0.46,0.15,0.25,凄いじゃないですか,0.01,0.15,0.12,1.35
0256_L.wav,JOY,1.18,SUR,4.12,0.9,0.8,0.76,<笑>,0.44,0.65,0.51,4.06
0258_L.wav,SAD,2.18,ANG,1.72,0.43,0.43,0.48,そうなんだじゃお弁当毎日作って誰か送っていくんですね,0.47,0.37,0.28,2.4
0262_L.wav,SUR,2.18,ACC,-0.27,0.89,0.83,0.77,(F あ),0.46,0.4,0.29,1.99
0263_L.wav,FEA,0.42,FEA,1.37,0.33,0.2,0.23,送ってたんだ,0.56,0.63,0.54,1.64
0265_L.wav,FEA,2.84,FEA,1.49,0.53,0.34,0.42,大変ですね幼稚園て何時からですか,0.2,0.14,0.19,0.12
0267_L.wav,ANT,2.12,ACC,2.96,0.36,0.27,0.25,(F あー)そっかそっか,0.17,0.07,0.17,1.47
0270_L.wav,FEA,2.15,DIS,1.49,0.54,0.12,0.16,お母さん,0.18,0.15,0.09,1.47
0272_L.wav,FEA,2.57,ACC,1.52,0.43,0.15,0.24,(F あー)四時とか,0.11,0.03,0.08,0.03
0274_L.wav,SAD,3.84,SAD,4.68,0.32,0.19,0.2,(F うーん),0.11,0.04,0.04,3.16
0276_L.wav,SAD,2.61,ACC,1.24,0.54,0.29,0.34,そっかそっか一緒に住んでらっしゃるんですか,0.22,0.1,0.14,3.44
0278_L.wav,SAD,2.22,ACC,1.95,0.25,0.03,0.13,(F うーん)近く,0.29,0.26,0.21,0.71
0280_L.wav,ANT,1.11,SAD,1.88,0.34,0.12,0.1,そっかそっか,0.09,0.09,0.03,0.07
0282_L.wav,FEA,0.47,SAD,1.31,0.47,0.15,0.26,なるほどね,0.13,0.03,0.16,0.57
0283_L.wav,ANT,2.03,ACC,0.89,0.54,0.44,0.51,でもいいですよねお子さんいると,0.07,0.29,0.25,0.42
0285_L.wav,SAD,2.97,FEA,1.65,0.37,0.23,0.3,楽しいと思う,0.17,0.21,0.21,0.76
0286_L.wav,SAD,3.66,SAD,1.87,0.43,0.42,0.46,(F うーん)男の子大変じゃないですか,0.06,0.19,0.16,0.22
0289_L.wav,FEA,2.38,SAD,2.19,0.11,0.31,0.36,(F (? あー))一人,0.32,0.11,0.1,0.32
0292_L.wav,SAD,1.64,SAD,-0.87,0.34,0.4,0.41,(D とぅ),0.23,0.09,0.05,3.06
0293_L.wav,FEA,2.35,DIS,2.71,0.49,0.35,0.41,そうかうちの姉の子供も六か月なのにもう,0.15,0.05,0.0,3.58
0295_L.wav,SAD,3.43,JOY,1.65,0.94,0.59,0.66,凄い力ですよね,0.45,0.24,0.25,1.06
0297_L.wav,FEA,5.14,FEA,2.1,0.34,0.32,0.29,あれは(D お),0.6,0.27,0.37,0.45
0299_L.wav,FEA,4.1,ACC,3.86,0.26,0.4,0.43,ね,0.08,0.08,0.14,1.76
0300_L.wav,ANT,0.28,SUR,2.97,0.35,0.59,0.6,男の子です,0.09,0.19,0.17,0.89
0301_L.wav,FEA,3.15,FEA,2.55,0.28,-0.05,0.09,(F うーん)凄い,0.07,0.64,0.51,0.42
0304_L.wav,ACC,3.76,DIS,3.1,0.31,0.09,0.13,(F うーん),0.03,0.14,0.04,0.55
0306_L.wav,ANT,1.59,JOY,1.52,0.62,0.36,0.38,(F あ)うち結構,0.31,0.27,0.25,1.58
0307_L.wav,SAD,1.19,DIS,1.47,0.46,0.45,0.47,姉とあたしなので母も姉(F あー)女しか育ててないから,0.16,0.09,0.09,0.05
0308_L.wav,JOY,-0.09,FEA,0.82,0.4,0.43,0.48,母親もびっくりしてます,0.06,0.02,0.01,0.65
0310_L.wav,FEA,0.51,ANG,0.25,0.21,0.43,0.51,こんな動くんだみたいな,0.19,0.0,0.03,0.57
0312_L.wav,SUR,1.03,SUR,1.85,0.83,0.68,0.65,<笑>,0.62,0.25,0.14,1.6
0314_L.wav,ANT,2.96,ANT,2.81,0.28,0.71,0.66,これこの子この後どうなるんだろう,0.55,0.03,0.01,0.96
0316_L.wav,ANT,4.19,FEA,-0.4,0.57,0.48,0.47,っていうような,0.29,0.23,0.19,3.21
0317_L.wav,FEA,2.36,SAD,1.07,0.84,0.64,0.61,<笑>,0.27,0.16,0.14,1.47
0318_L.wav,SAD,3.41,ACC,4.45,0.29,0.15,0.24,感じですよね,0.55,0.49,0.37,3.38
0320_L.wav,FEA,2.23,ANG,2.16,0.39,0.39,0.43,今まで子育てで大変なことって,0.1,0.24,0.19,2.29
0322_L.wav,SAD,3.09,SAD,1.13,0.33,0.27,0.28,ありました,0.06,0.12,0.15,1.03
0323_L.wav,SAD,3.58,SAD,3.84,0.37,0.08,0.11,(F うん)(F うーん),0.04,0.19,0.17,2.71
0325_L.wav,SAD,2.74,SAD,3.84,0.35,0.06,0.09,(F うーん),0.02,0.02,0.02,0.0
0327_L.wav,SAD,4.01,ACC,4.72,0.41,0.31,0.35,(F ええ),0.06,0.25,0.26,0.88
0328_L.wav,DIS,2.93,DIS,1.83,0.35,0.4,0.37,(F あー),0.06,0.09,0.02,2.89
0332_L.wav,FEA,0.17,FEA,1.71,0.61,0.27,0.34,大変でしょうね,0.26,0.13,0.03,0.12
0334_L.wav,SUR,1.6,SUR,4.35,0.93,0.83,0.81,<笑>,0.32,0.56,0.47,2.64
0337_L.wav,SAD,2.87,SAD,1.69,0.29,0.51,0.49,大変だと思います,0.64,0.32,0.32,2.66
0339_L.wav,FEA,4.29,ACC,6.05,0.4,0.08,0.16,そうですよね,0.11,0.43,0.33,4.36
0343_L.wav,SAD,4.33,SAD,3.58,0.43,0.19,0.24,(F うーん),0.03,0.11,0.08,2.47
0344_L.wav,SAD,4.24,SAD,3.39,0.46,0.27,0.33,(F うーん),0.03,0.08,0.09,0.19
0345_L.wav,SAD,1.61,SAD,4.44,0.29,-0.09,0.09,そうですよね,0.17,0.36,0.24,1.05
0349_L.wav,SAD,1.84,ANG,1.0,0.57,0.62,0.62,ねそれに自分の御両親が近くにいないから,0.28,0.71,0.53,3.44
0351_L.wav,SAD,3.16,SAD,3.1,0.5,0.36,0.44,味方になってくれないしね,0.07,0.26,0.18,2.1
0352_L.wav,SAD,3.8,DIS,0.37,0.41,0.56,0.55,<息>,0.09,0.2,0.11,2.73
0357_L.wav,ACC,4.61,ACC,4.52,0.36,0.0,0.09,(F うーん),0.05,0.56,0.46,4.15
0358_L.wav,SAD,3.65,ACC,4.13,0.34,0.19,0.2,(F うん)(F うん)(F うん)(F うーん),0.02,0.19,0.11,0.39
0360_L.wav,SUR,4.9,DIS,4.84,0.4,0.21,0.28,(F うーん),0.06,0.02,0.08,0.71
0361_L.wav,ANT,1.86,SUR,1.57,0.53,0.34,0.39,(F あー)向こうが,0.13,0.13,0.11,3.27
0364_L.wav,FEA,3.1,SAD,2.52,0.26,0.03,0.16,(F ん)なるほどね,0.27,0.31,0.23,0.95
0367_L.wav,SAD,2.66,DIS,3.58,0.24,-0.17,-0.04,(F うーん)そっかそっか,0.02,0.2,0.2,1.06
0370_L.wav,FEA,2.31,SAD,2.27,0.38,0.21,0.28,大変ですね,0.14,0.38,0.32,1.31
0372_L.wav,DIS,1.12,DIS,2.45,0.42,0.35,0.31,そうか,0.04,0.14,0.03,0.18
0374_L.wav,ACC,5.91,ACC,5.9,0.85,0.72,0.65,そうですね,0.43,0.37,0.34,3.45
0377_L.wav,ANT,0.78,ANG,0.85,0.18,0.29,0.39,また大変でしょう小学校入ったら入ったでねきっとね,0.67,0.43,0.26,5.05
0380_L.wav,ACC,3.68,SAD,2.51,0.35,0.05,0.11,(F うーん),0.17,0.24,0.28,1.66
0381_L.wav,ANT,0.94,ANT,1.19,0.28,0.52,0.5,でも男の子だと,0.07,0.47,0.39,1.32
0382_L.wav,ANT,1.79,ACC,-1.33,0.36,0.28,0.3,ねゆくゆく,0.08,0.24,0.2,2.52
0383_L.wav,JOY,0.6,FEA,1.58,0.7,0.47,0.52,こうお母さん守ってくれるから,0.34,0.19,0.22,2.91
0385_L.wav,FEA,2.52,SAD,1.48,0.45,0.03,0.13,(F ええ)いいんじゃないですかね,0.25,0.44,0.39,0.1
0387_L.wav,SAD,2.62,ACC,1.63,0.59,0.61,0.6,そうかあたしももう異常に子供欲しくなりましたよ,0.14,0.58,0.47,0.15
0389_L.wav,SAD,3.44,SAD,3.61,0.43,0.18,0.24,(F うーん),0.16,0.43,0.36,1.98
0393_L.wav,SAD,4.69,DIS,4.52,0.39,0.11,0.14,(F うーん),0.04,0.07,0.1,0.91
0395_L.wav,SAD,3.93,DIS,3.94,0.38,0.16,0.19,(F うーん),0.01,0.05,0.05,0.58
0398_L.wav,SAD,4.89,DIS,3.95,0.27,0.13,0.17,(F あー),0.11,0.03,0.02,0.01
0400_L.wav,FEA,3.3,DIS,3.39,0.37,0.17,0.29,(F あー)やっぱり母なんですかね,0.1,0.04,0.12,0.56
0403_L.wav,FEA,3.31,SAD,1.54,0.47,0.06,0.17,そうなんだ,0.1,0.11,0.12,1.85
0405_L.wav,DIS,3.23,DIS,0.6,0.43,0.61,0.59,<息>,0.04,0.55,0.42,0.94
0409_L.wav,SAD,5.8,DIS,4.87,0.28,0.17,0.21,(F うーん),0.15,0.44,0.38,4.27
0410_L.wav,ANG,3.03,FEA,1.62,0.68,0.73,0.7,何か今までのこう経緯が全部,0.4,0.56,0.49,3.25
0412_L.wav,JOY,3.38,ANT,0.77,0.59,0.61,0.61,血となり肉となり,0.09,0.12,0.09,0.85
0414_L.wav,ACC,4.02,JOY,2.83,0.5,0.57,0.57,ね,0.09,0.04,0.04,2.06
0415_L.wav,SAD,2.73,ACC,3.54,0.46,0.41,0.49,(F うーん)そうだと思いますよ,0.04,0.16,0.08,0.71
0417_L.wav,ANG,1.26,SUR,0.23,0.57,0.52,0.53,だって無駄なことがない,0.11,0.11,0.04,3.31
0419_L.wav,DIS,0.97,ACC,1.85,0.38,0.34,0.42,と思いますよ,0.19,0.18,0.11,1.62
0420_L.wav,ACC,1.59,ACC,2.97,0.49,0.47,0.49,(F ふーん)妹さんの居候はちょっと妹さんがかわいそうです,0.11,0.13,0.07,1.12
0422_L.wav,FEA,1.86,SUR,2.53,0.91,0.76,0.72,<笑>,0.42,0.29,0.23,0.44
0425_L.wav,ANT,3.01,JOY,2.71,0.88,0.79,0.7,そりゃワンルームに二人はきついですよ,0.03,0.03,0.02,0.18
0427_L.wav,FEA,2.95,SAD,2.81,0.85,0.71,0.65,<笑>,0.03,0.08,0.05,0.1
0429_L.wav,JOY,2.57,SUR,2.21,0.68,0.56,0.54,(F あー)そうなんですか,0.17,0.15,0.11,0.6
0430_L.wav,JOY,0.86,SUR,2.18,0.65,0.54,0.49,(F あー)そうなんだ,0.03,0.02,0.05,0.03
0431_L.wav,ANT,2.23,ANT,0.94,0.47,0.35,0.41,(F まーね)兄弟というのは一番楽ですよね,0.18,0.19,0.08,1.24
0434_L.wav,ACC,3.88,ACC,5.43,0.34,0.06,0.12,(F うーん),0.13,0.29,0.29,4.49
0435_L.wav,FEA,3.2,SUR,3.69,0.75,0.66,0.63,<笑>,0.41,0.6,0.51,1.74
0438_L.wav,SAD,4.61,ACC,4.34,0.38,0.26,0.27,分かり(D ま),0.37,0.4,0.36,0.65
0439_L.wav,JOY,1.45,ACC,3.86,0.6,0.43,0.41,分かります分かる,0.22,0.17,0.14,0.48
0441_L.wav,ANT,2.63,SAD,3.21,0.28,0.19,0.29,うちもそうです,0.32,0.24,0.12,0.65
0442_L.wav,SAD,3.36,SAD,2.16,0.61,0.7,0.66,離れていればね,0.33,0.51,0.37,1.05
0444_L.wav,ACC,5.39,ACC,4.56,0.64,0.53,0.5,いいんですけどね,0.03,0.17,0.16,2.4
0445_L.wav,FEA,2.79,SUR,2.71,0.93,0.82,0.77,<笑>,0.29,0.29,0.27,1.85
