filename,emotion_izanami,intensity_pred_izanami,emotion_kushinada,intensity_pred_kushinada,valence,arousal,dominance,text,delta_valence,delta_arousal,delta_dominance,delta_int_kushinada
0103_R.wav,DIS,2.65,FEA,1.09,0.32,0.35,0.43,(D すー)三モーラとか例えば,0.11,0.1,0.02,1.1
0104_R.wav,ANT,1.49,ANT,1.55,0.7,0.56,0.58,(F あの)(F ま)猫(D (? と))は二モーラですけどそういう短い言葉のアクセントって結構間違えがちなんですね,0.38,0.21,0.15,0.46
0107_R.wav,SAD,2.78,FEA,1.89,0.39,0.33,0.34,何だろうな,0.31,0.23,0.24,0.34
0108_R.wav,ANT,3.24,JOY,1.8,0.42,0.28,0.32,洋服を,0.03,0.05,0.02,0.09
0109_R.wav,ANT,0.98,JOY,0.04,0.49,0.36,0.39,洋服を(D き),0.07,0.08,0.07,1.76
0110_R.wav,ANT,1.67,ANT,0.48,0.34,0.4,0.39,着た時,0.15,0.04,0.0,0.44
0111_R.wav,ANT,0.34,ACC,2.63,0.7,0.58,0.56,着たとかそういう,0.36,0.18,0.17,2.15
0113_R.wav,ANT,2.02,ACC,2.17,0.58,0.29,0.37,そういうような感じのこと,0.12,0.29,0.19,0.46
0115_R.wav,ACC,-1.16,ACC,2.75,0.86,0.71,0.69,何が来たのとかそういう,0.28,0.42,0.32,0.58
0117_R.wav,SUR,-0.0,SUR,2.07,0.93,0.79,0.75,<笑>,0.07,0.08,0.06,0.68
0118_R.wav,FEA,1.96,SUR,2.47,0.84,0.82,0.74,<笑>,0.09,0.03,0.01,0.4
0121_R.wav,JOY,2.02,ACC,1.47,0.58,0.64,0.57,そうなんですそういうそういうアクセントを,0.26,0.18,0.17,1.0
0123_R.wav,ANT,0.99,ANT,0.89,0.62,0.61,0.61,間違ったことを子供から教えられるんです最近,0.04,0.03,0.04,0.58
0125_R.wav,JOY,1.56,JOY,0.2,0.53,0.54,0.52,だからそういう子供なんて普通アクセントなんて(D (? ん)),0.09,0.07,0.09,0.69
0126_R.wav,SAD,2.18,ACC,1.54,0.51,0.35,0.38,(F ん)敏感にならずに(D す)(D すーふ)育っていくもんなんですけど,0.02,0.19,0.14,1.34
0129_R.wav,JOY,-0.62,SUR,2.64,0.7,0.56,0.58,(D なん)なぜかそういうアクセントに敏感な子供に育って(D し),0.19,0.21,0.2,1.1
0133_R.wav,FEA,2.27,FEA,2.67,0.47,0.52,0.43,<笑>,0.23,0.04,0.15,0.03
0136_R.wav,SAD,3.04,ACC,4.47,0.36,0.11,0.19,(F うーん)そうですね,0.11,0.41,0.24,1.8
0140_R.wav,ANT,1.99,ACC,1.2,0.64,0.6,0.55,(F いや)そうでもないです全く,0.28,0.49,0.36,3.27
0142_R.wav,ACC,2.31,ACC,1.81,0.12,0.25,0.2,<FV>(F その),0.52,0.35,0.35,0.61
0143_R.wav,ANT,1.81,ANT,1.42,0.51,0.44,0.49,アクセントとしては例えば東京の方だったら,0.39,0.19,0.29,0.39
0145_R.wav,FEA,2.65,FEA,0.88,0.33,0.16,0.19,(D どぅどぅっ)(F あのー)(D (? え)),0.18,0.28,0.3,0.54
0146_R.wav,ACC,2.05,ANG,2.58,0.3,0.09,0.15,(F ん)(F んー)何でしょう,0.03,0.07,0.04,1.7
0147_R.wav,DIS,1.03,DIS,1.07,0.46,0.42,0.46,(F ん)(M ま)で言うと(M ままま)とか(M ままま)とか(M ままま)とか色々ありますけども,0.16,0.33,0.31,1.51
0149_R.wav,FEA,0.48,FEA,0.45,0.58,0.47,0.49,宮崎の場合はもう(D ひたす)(F あっ),0.12,0.05,0.03,0.62
0150_R.wav,ACC,1.39,SUR,1.81,0.58,0.52,0.49,宮崎の(F まー)私の,0.0,0.05,0.0,1.36
0151_R.wav,JOY,1.92,FEA,1.49,0.35,0.31,0.36,(D い)方言(D2 の),0.23,0.21,0.13,0.32
0153_R.wav,ANT,1.44,ANT,-0.1,0.5,0.65,0.63,では,0.15,0.34,0.27,1.59
0154_R.wav,ACC,2.09,ACC,1.92,0.42,0.46,0.48,一番最後が全部上がるようなそんな,0.08,0.19,0.15,2.02
0156_R.wav,ANT,2.69,SUR,0.84,0.62,0.4,0.41,(M だだだだだ),0.2,0.06,0.07,1.08
0157_R.wav,ANT,1.6,JOY,3.72,0.82,0.64,0.6,(M だだだだだ)フランス語みたいな感じで,0.2,0.24,0.19,2.88
0158_R.wav,SAD,0.25,SUR,1.14,0.52,0.39,0.29,(D そ),0.3,0.25,0.31,2.58
0160_R.wav,FEA,-0.13,SUR,2.26,0.86,0.73,0.7,<笑>,0.34,0.34,0.41,1.12
0163_R.wav,ANT,0.07,ACC,-1.52,0.35,0.47,0.46,先行ってた,0.51,0.26,0.24,3.78
0164_R.wav,ACC,-0.1,SUR,0.78,0.89,0.75,0.72,<笑>,0.54,0.28,0.26,2.3
0167_R.wav,ACC,3.39,ACC,1.93,0.54,0.44,0.47,そうなんですだから(F あーのー),0.35,0.31,0.25,1.15
0168_R.wav,ANT,2.94,FEA,1.24,0.64,0.56,0.59,アクセントルールみたいなものをこっちのルールを(F まー),0.1,0.12,0.12,0.69
0170_R.wav,JOY,1.64,ANG,-0.29,0.35,0.54,0.56,(F ん)(F ん)何となくテレビで聞いて,0.29,0.02,0.03,1.53
0171_R.wav,ANG,1.82,ACC,0.65,0.48,0.54,0.56,(F その)上京してきて話した時も,0.13,0.0,0.0,0.94
0173_R.wav,ANT,0.78,ANT,0.34,0.61,0.56,0.57,(F え)全くこっちの言葉だよみたいな風には言われてたんですけどもやっぱり何か違うんですよね,0.13,0.02,0.01,0.31
0175_R.wav,ACC,2.22,SAD,2.1,0.41,0.17,0.26,(F うーん),0.2,0.39,0.31,1.76
0176_R.wav,SAD,1.19,ANT,0.67,0.65,0.63,0.62,けどその間違えるパターンがまた外国人のパターンとおんなじな場合があるからまたそれがそれで面白いんですけどね,0.24,0.46,0.36,1.43
0180_R.wav,ACC,2.82,ACC,1.83,0.35,0.2,0.24,(F うーん),0.3,0.43,0.38,1.16
0181_R.wav,SAD,3.33,DIS,2.12,0.37,0.21,0.25,(F んーと)例えば,0.02,0.01,0.01,0.29
0182_R.wav,FEA,-0.46,FEA,1.42,0.38,0.12,0.18,(F えーと)何だったっけな,0.01,0.09,0.07,0.7
0183_R.wav,DIS,1.51,DIS,0.36,0.36,0.59,0.53,<息>,0.02,0.47,0.35,1.06
0184_R.wav,FEA,1.38,FEA,0.14,0.46,0.3,0.36,(F え)私よく間違えるパターンの単語,0.1,0.29,0.17,0.22
0186_R.wav,ANT,1.77,ACC,0.31,0.49,0.45,0.51,(F ん)の種類が似ているとか型が似ているとか,0.03,0.15,0.15,0.17
0188_R.wav,SAD,4.66,SAD,2.15,0.35,0.15,0.2,(F うーん),0.14,0.3,0.31,1.84
0196_R.wav,ACC,3.56,ACC,3.68,0.44,0.22,0.24,(F はい),0.09,0.07,0.04,1.53
0199_R.wav,ACC,1.57,ACC,3.88,0.37,0.14,0.16,(F うん)(F ん),0.07,0.08,0.08,0.2
0202_R.wav,ACC,3.13,ACC,2.1,0.55,0.5,0.53,そうそうな(D (? ん))そうですよねバイリンガルのとこはそうなんですよね,0.18,0.36,0.37,1.78
0205_R.wav,ANT,2.29,ANT,3.35,0.61,0.49,0.5,それに近いです,0.06,0.01,0.03,1.25
0206_R.wav,ANT,1.93,JOY,2.07,0.55,0.32,0.38,(F ええ)そういうのも本当に,0.06,0.17,0.12,1.28
0208_R.wav,SUR,0.26,ACC,2.75,0.83,0.68,0.66,<笑>,0.28,0.36,0.28,0.68
0210_R.wav,ANT,2.12,ACC,1.56,0.36,0.47,0.48,日本の中でのそういう,0.47,0.21,0.18,1.19
0212_R.wav,ACC,-1.42,ACC,4.07,0.92,0.78,0.75,<笑>,0.56,0.31,0.27,2.51
0215_R.wav,SAD,2.72,SAD,3.57,0.29,0.0,0.07,(F うん)(F うん),0.63,0.78,0.68,0.5
0219_R.wav,ANT,3.69,ACC,2.37,0.6,0.56,0.54,(F はい)そうです,0.31,0.56,0.47,1.2
0221_R.wav,ANG,-0.56,FEA,1.94,0.64,0.42,0.5,今もう幼稚園に行ってるはずです,0.04,0.14,0.04,0.43
0222_R.wav,ACC,0.21,SAD,1.3,0.5,0.37,0.32,<笑>,0.14,0.05,0.18,0.64
0226_R.wav,SAD,3.88,ACC,1.81,0.45,0.4,0.42,(F うーん)お弁当そうなんですよ(D な)なぜか,0.05,0.03,0.1,0.51
0227_R.wav,ANT,1.38,FEA,1.62,0.44,0.42,0.47,(F あの)鶴見区のあの辺の辺りの人達は,0.01,0.02,0.05,0.19
0229_R.wav,ANT,-0.06,ANT,0.8,0.44,0.63,0.61,(F あ)そう言えばヨゼフって分かります(D ヨ)ヨゼフの近くなんですようち,0.0,0.21,0.14,0.82
0233_R.wav,ACC,2.66,ACC,3.27,0.43,0.39,0.39,(F ええ),0.01,0.24,0.22,2.47
0235_R.wav,ANG,-0.21,SUR,0.51,0.34,0.54,0.54,あの辺の人達は(D なん),0.09,0.15,0.15,2.76
0236_R.wav,SUR,1.2,SUR,0.14,0.54,0.36,0.41,なぜか何かあんまり,0.2,0.18,0.13,0.37
0237_R.wav,ANT,2.5,FEA,0.29,0.55,0.45,0.49,普通今の一般の日本の状況で行くと,0.01,0.09,0.08,0.15
0239_R.wav,SAD,0.95,ACC,1.06,0.49,0.5,0.5,バスバスなし(D おぶ)(F あの)給食なしっていうのはもう幼稚園もみんな,0.06,0.05,0.01,0.77
0241_R.wav,SAD,1.08,ACC,1.13,0.33,0.3,0.38,来なくなるっていうような状況なんですけど,0.16,0.2,0.12,0.07
0244_R.wav,SAD,0.37,SUR,2.1,0.44,0.44,0.45,なぜかそこの幼稚園はもうバスなし,0.11,0.14,0.07,0.97
0245_R.wav,SAD,1.88,FEA,1.66,0.36,0.32,0.38,お弁当なしなのに(D みー)何かわりと来るんですね,0.08,0.12,0.07,0.44
0248_R.wav,ANG,0.6,ANG,1.15,0.53,0.6,0.57,(F あー)(D ひ)一説には(F その)ヨゼフヨゼフに入り易くなる全然関係ないんですけどただ近くにある(D ん)だけなんですけど,0.17,0.28,0.19,0.51
0250_R.wav,ANT,0.18,ACC,0.24,0.44,0.49,0.48,そこに入るとヨゼフに入り易くなるっていうのがあるみたいなんですけれども,0.09,0.11,0.09,0.91
0252_R.wav,ACC,0.97,ACC,0.82,0.37,0.51,0.56,で(F まー)うちの(F あのー)旦那がそこの出身だから(F まー)そこに入れたいっていうのもあって,0.07,0.02,0.08,0.58
0255_R.wav,ACC,0.7,DIS,2.75,0.69,0.63,0.62,(F うーん)(F まー)ヨゼフは考えてませんけど,0.32,0.12,0.06,1.93
0257_R.wav,SUR,0.33,ACC,2.13,0.88,0.75,0.71,<笑>,0.19,0.12,0.09,0.62
0259_R.wav,ACC,3.62,DIS,3.74,0.26,0.05,0.11,(F うーん),0.62,0.7,0.6,1.61
0260_R.wav,ACC,4.15,ACC,3.52,0.38,0.42,0.37,(F う)そうですね,0.12,0.37,0.26,0.22
0261_R.wav,ACC,0.17,ACC,0.43,0.68,0.56,0.56,(F ん)だから今日も送っていった後に来てそれで京浜東北線で(D ぬ)ずっと来たからあんな時間になったんですけど,0.3,0.14,0.19,3.09
0264_R.wav,SUR,1.52,SUR,0.17,0.66,0.68,0.62,<息>,0.02,0.12,0.06,0.26
0266_R.wav,ANT,0.21,ANT,-0.2,0.62,0.4,0.45,幼稚園は九時からです,0.04,0.28,0.17,0.37
0268_R.wav,ACC,2.1,ACC,2.24,0.31,0.02,0.11,(F うーん),0.31,0.38,0.34,2.44
0269_R.wav,FEA,1.49,SAD,2.91,0.65,0.55,0.48,んでまたお迎えが早いんですよ,0.34,0.53,0.37,0.67
0271_R.wav,SUR,1.02,SUR,2.83,0.73,0.66,0.63,<笑>,0.08,0.11,0.15,0.08
0273_R.wav,JOY,-1.31,FEA,0.84,0.47,0.52,0.5,だから今日なんかはもうお婆ちゃんに(D 頼ん)(D おむか)(F あ),0.26,0.14,0.13,1.99
0275_R.wav,SAD,0.93,SAD,0.73,0.47,0.28,0.33,頼んだりするんですけど,0.0,0.24,0.17,0.11
0277_R.wav,ANT,0.91,ANT,-0.52,0.6,0.48,0.49,一緒ではないんですけど(F まー)徒歩(D ある)(F ん)徒歩二分,0.13,0.2,0.16,1.25
0279_R.wav,ANT,2.1,FEA,1.59,0.63,0.5,0.54,ぐらいの,0.03,0.02,0.05,2.11
0281_R.wav,ANT,2.15,ANT,1.16,0.33,0.41,0.46,距離です,0.3,0.09,0.08,0.43
0284_R.wav,SAD,0.79,ANT,1.54,0.59,0.55,0.55,そうですね(F まー)やっぱり(D た)楽しい大変だけど(F ま)楽しいですね,0.26,0.14,0.09,0.38
0287_R.wav,ACC,1.19,SAD,2.5,0.36,0.11,0.18,(F うーん),0.23,0.44,0.37,0.96
0288_R.wav,ANT,1.27,ANT,1.75,0.69,0.56,0.54,(F うーん)やっぱり一番目男の子っていうのは大変らしいですね,0.33,0.45,0.36,0.75
0290_R.wav,SAD,2.7,SAD,1.97,0.35,0.04,0.11,(F うーん),0.34,0.52,0.43,0.22
0291_R.wav,ANT,1.12,ANT,2.09,0.45,0.48,0.49,(F い)何かと今のとこ一人です(F はい),0.1,0.44,0.38,0.12
0294_R.wav,SAD,1.06,ACC,3.44,0.33,0.16,0.21,(F ふーん),0.12,0.32,0.28,1.35
0296_R.wav,SAD,1.46,SUR,2.63,0.34,0.23,0.27,(F あー),0.01,0.07,0.06,0.81
0298_R.wav,ACC,1.13,ACC,2.02,0.49,0.29,0.33,そう(F あ)いや(F えーと)(F うん)男の(D2 お)お子さんですよね,0.15,0.06,0.06,0.61
0302_R.wav,ACC,1.31,SAD,2.99,0.31,0.12,0.18,(F うーん),0.18,0.17,0.15,0.97
0303_R.wav,SAD,1.8,ACC,0.81,0.45,0.37,0.42,(D す)(F うーん)やっぱり違うみたいですね,0.14,0.25,0.24,2.18
0305_R.wav,ACC,1.37,ACC,2.62,0.27,-0.0,0.1,(F うーん),0.18,0.37,0.32,1.81
0309_R.wav,ACC,2.91,DIS,4.24,0.35,0.34,0.37,(F あー),0.08,0.34,0.27,1.62
0311_R.wav,SUR,0.75,ACC,2.03,0.43,0.38,0.32,(F あー),0.08,0.04,0.05,2.21
0313_R.wav,SUR,-0.29,SAD,2.19,0.91,0.73,0.71,<笑>,0.48,0.35,0.39,0.16
0315_R.wav,SUR,0.4,ACC,2.57,0.89,0.75,0.72,<笑>,0.02,0.02,0.01,0.38
0319_R.wav,ACC,2.04,SAD,3.77,0.31,0.08,0.15,(F うーん),0.58,0.67,0.57,1.2
0321_R.wav,ACC,1.96,ACC,1.83,0.69,0.55,0.54,そうですねやっぱり初めはなかなか夜寝られないこと<FV>,0.38,0.47,0.39,1.94
0324_R.wav,ANT,1.12,FEA,2.85,0.2,0.25,0.35,もう本当万年睡眠不足状態,0.49,0.3,0.19,1.02
0326_R.wav,ANT,0.69,ANT,1.07,0.61,0.6,0.57,後やっぱり(F うーん)(?)これを語り出すともう大変なんですけどやっぱりおしゅうとめさん達との,0.41,0.35,0.22,1.78
0329_R.wav,ANT,2.26,JOY,1.34,0.43,0.54,0.53,やっぱり関係がやっぱり大変ですね,0.18,0.06,0.04,0.27
0330_R.wav,SAD,1.9,ACC,2.93,0.31,0.09,0.1,(F うーん),0.12,0.45,0.43,1.59
0331_R.wav,SUR,0.38,SUR,2.65,0.86,0.71,0.69,<笑>,0.55,0.62,0.59,0.28
0333_R.wav,ANT,-0.4,SUR,1.84,0.63,0.63,0.62,記録に残ってしまった,0.23,0.08,0.07,0.81
0335_R.wav,SUR,1.14,SUR,5.82,0.95,0.8,0.77,<笑>,0.32,0.17,0.15,3.98
0336_R.wav,SUR,1.44,SUR,2.85,0.88,0.77,0.73,<笑>,0.07,0.03,0.04,2.97
0338_R.wav,ANT,1.18,ACC,1.93,0.54,0.52,0.55,(F うーん)やっぱり向こうは向こうなりの子育てのやっぱりやり方もあるし,0.34,0.25,0.18,0.92
0340_R.wav,ANT,2.34,ANT,1.97,0.58,0.44,0.47,それでやっぱり,0.04,0.08,0.08,0.04
0341_R.wav,ACC,3.47,ACC,3.5,0.42,0.31,0.33,(F うーん),0.16,0.13,0.14,1.53
0342_R.wav,ACC,0.62,ANT,1.54,0.58,0.51,0.5,(F んー)私も(D 地ほ)地方から出てきたと言うかやっぱり(F ま)文化が違うと言えば違うところだしそういうところの,0.16,0.2,0.17,1.96
0346_R.wav,SAD,2.36,DIS,3.02,0.35,0.12,0.2,(F うーん),0.23,0.39,0.3,1.48
0347_R.wav,ANT,1.07,FEA,0.03,0.35,0.29,0.31,その辺がやっぱり大変かなと,0.0,0.17,0.11,2.99
0348_R.wav,ACC,-2.56,SUR,1.21,0.81,0.64,0.62,<笑>,0.46,0.35,0.31,1.18
0350_R.wav,SAD,2.48,ACC,4.14,0.44,0.33,0.4,そうなんですよね(F うーん),0.37,0.31,0.22,2.93
0353_R.wav,DIS,1.85,DIS,0.33,0.49,0.38,0.4,だから,0.05,0.05,0.0,3.81
0354_R.wav,SAD,2.53,FEA,2.21,0.31,0.26,0.21,(D ほん)(F んー),0.18,0.12,0.19,1.88
0355_R.wav,SAD,1.42,ANG,0.84,0.61,0.57,0.52,だから幼稚園,0.3,0.31,0.31,1.37
0356_R.wav,FEA,2.17,FEA,1.0,0.59,0.42,0.44,っていうのも本当は<FV>保育園に入ってしまえばもっと<FV>(F あのー),0.02,0.15,0.08,0.16
0359_R.wav,ANT,1.98,ANT,0.7,0.67,0.56,0.56,働く父母の方が楽なんですけどもやっぱりその辺は,0.08,0.14,0.12,0.3
0362_R.wav,ACC,0.66,DIS,0.86,0.6,0.45,0.5,幼稚園の方がいいというそれもあるんですけどね,0.07,0.11,0.06,0.16
0363_R.wav,ANT,0.59,FEA,1.52,0.45,0.32,0.38,幼稚園に入ってるのは,0.15,0.13,0.12,0.66
0365_R.wav,ANT,1.09,ACC,1.95,0.52,0.55,0.52,(F ま)それはそれで,0.07,0.23,0.14,0.43
0366_R.wav,DIS,-0.17,DIS,1.81,0.49,0.5,0.52,(F まー)お婆ちゃんも頑張ってくれてるからそれはそれで,0.03,0.05,0.0,0.14
0368_R.wav,ANT,3.79,DIS,2.11,0.31,0.25,0.32,いいんですけれども,0.18,0.25,0.2,0.3
0369_R.wav,ACC,1.77,SUR,3.08,0.43,0.21,0.25,(F ええ)(F ええ),0.12,0.04,0.07,0.97
0371_R.wav,ANT,1.43,ACC,1.45,0.44,0.42,0.48,大変ですねやっぱりその辺が,0.01,0.21,0.23,1.63
0373_R.wav,ANT,-0.4,ACC,1.12,0.7,0.42,0.45,小学校に行ったら楽になるのかでも(D き)小学校でも早く帰ってきちゃいますからね,0.26,0.0,0.03,0.33
0375_R.wav,SUR,2.76,SUR,3.75,0.98,0.81,0.77,<笑>,0.28,0.39,0.32,2.63
0376_R.wav,FEA,4.88,FEA,3.08,0.36,0.5,0.37,<笑>,0.62,0.31,0.4,0.67
0378_R.wav,JOY,0.87,ACC,4.43,0.43,0.23,0.32,(F うーん)きっと多分,0.07,0.27,0.05,1.35
0379_R.wav,ACC,1.27,DIS,2.75,0.32,0.08,0.16,(F うーん),0.11,0.15,0.16,1.68
0384_R.wav,SAD,1.35,ACC,2.6,0.48,0.25,0.33,(F うーん)だといいんですけど,0.16,0.17,0.17,0.15
0386_R.wav,SUR,-0.71,SAD,2.82,0.79,0.64,0.62,<笑>,0.31,0.39,0.29,0.22
0388_R.wav,ANT,2.09,ACC,2.43,0.47,0.47,0.5,(F あー)(F あー)やっぱり(F その)赤ちゃん見てるとですよね,0.32,0.17,0.12,0.39
0390_R.wav,ANT,1.11,ACC,0.51,0.7,0.56,0.57,そうですよねだからあたしも,0.23,0.09,0.07,1.92
0391_R.wav,JOY,1.62,ACC,1.79,0.42,0.47,0.51,今(F そのー)(F ん)実験でも赤ちゃん(D あつ),0.28,0.09,0.06,1.28
0392_R.wav,ANT,-0.87,ANG,0.66,0.56,0.48,0.48,扱ってるって言うか触ったり(D し),0.14,0.01,0.03,1.13
0394_R.wav,ANG,1.33,ACC,1.95,0.31,0.33,0.39,(D (? す))抱っこしたりしてますけど,0.25,0.15,0.09,1.29
0396_R.wav,ANG,0.8,ANG,0.86,0.43,0.41,0.45,やっぱり昔は多分こんな赤ちゃん抱っこしても,0.12,0.08,0.06,1.09
0397_R.wav,ANT,0.18,ANG,-0.51,0.35,0.36,0.4,嬉しく思わなかっただろうなって言うかやっぱり,0.08,0.05,0.05,1.37
